name,count
choroid plexus meningioma,6
spinal chordoma,6
pleuropulmonary blastoma,6
autosomal recessive nonsyndromic deafness 24,6
craniofacial-deafness-hand syndrome,6
central nervous system hemangioma,6
SHORT syndrome,6
scalp–ear–nipple syndrome,6
congenital stationary night blindness 1D,6
autosomal recessive nonsyndromic deafness 25,6
congenital stationary night blindness 1C,6
hypotrichosis 5,6
immature cataract,6
Alzheimer disease 17,6
Alzheimer disease 18,6
autosomal recessive nonsyndromic deafness 23,6
Wilson–Turner syndrome,6
"mental retardation, autosomal dominant 20",6
hereditary lymphedema I,6
autosomal recessive nonsyndromic deafness 32,6
Sensenbrenner syndrome,6
inflammatory bowel disease 28,6
retinitis pigmentosa 35,6
congenital myasthenic syndrome 7,6
autosomal dominant nonsyndromic deafness 69,6
FTDALS1,6
megalencephalic leukoencephalopathy with subcortical cysts,6
otic polyp,6
familial renal papillary carcinoma,6
supratentorial primitive neuroectodermal tumor,6
Birk-Barel syndrome,6
breast pericanalicular fibroadenoma,6
bladder leiomyoma,6
SM-AHNMD,6
"acromesomelic dysplasia, Maroteaux type",6
kernicterus due to isoimmunization,6
Seckel syndrome 2,6
childhood embryonal testis carcinoma,6
Perrault syndrome,6
balloon cell malignant melanoma,6
atrial standstill 2,6
distal arthrogryposis,6
retinitis pigmentosa 41,6
congenital disorder of glycosylation type IIh,6
hypotrichosis 3,6
"epilepsy, familial adult myoclonic, 5",6
labia minora carcinoma,6
congenital disorder of glycosylation type IIf,6
stomach carcinoma,6
microinvasive gastric cancer,6
hypotrichosis with juvenile macular dystrophy,6
congenital fibrosarcoma,5
childhood choriocarcinoma of the ovary,5
spinocerebellar ataxia type 31,5
amyloid tumor,5
Meckel syndrome 4,5
pineal region mature teratoma,5
familial temporal lobe epilepsy 7,5
dopamine beta-hydroxylase deficiency,5
cellular phase chronic idiopathic myelofibrosis,5
prostate lymphoma,5
schwannoma of jugular foramen,5
Meckel syndrome 3,5
"Niemann-Pick disease, type C2",5
autosomal dominant hypocalcemia 2,5
Leber congenital amaurosis 11,5
hypogonadotropic hypogonadism 6 with or without anosmia,5
immunodeficiency-centromeric instability-facial anomalies syndrome 2,5
thymus lymphoma,5
breast intraductal proliferative lesion,5
complex cortical dysplasia with other brain malformations 4,5
childhood teratocarcinoma of the testis,5
adult intracranial malignant hemangiopericytoma,5
isolated growth hormone deficiency type IB,5
anal canal Paget's disease,5
late-onset retinal degenration,5
pineal region teratoma,5
Meckel's diverticulitis,5
hereditary sensory neuropathy type 1F,5
"cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 2",5
IMAGe syndrome,5
transcobalamin II deficiency,5
Oguchi disease-2,5
hypotrichosis 13,5
poikiloderma with neutropenia,5
gonococcal seminal vesiculitis,5
hemochromatosis type 1,5
congenital nongoitrous hypothryoidism 6,5
hereditary spastic paraplegia 33,5
posterior amorphous corneal dystrophy,5
combined oxidative phosphorylation deficiency,5
MHC class I deficiency,5
malignant syringoma,5
Leber congenital amaurosis 5,5
Meckel syndrome 2,5
tibial adamantinoma,5
Littre gland carcinoma,5
meningeal melanoma,5
age related macular degeneration 10,5
congenital myasthenic syndrome 2A,5
diaphragma sellae meningioma,5
microcephaly and chorioretinopathy 3,5
amyotrophic lateral sclerosis type 6,5
amyotrophic lateral sclerosis type 14,5
malignant gastric teratoma,5
amyotrophic lateral sclerosis type 15,5
neonatal candidiasis,5
esophagus squamous cell papilloma,5
age related macular degeneration 15,5
ACDC,5
age related macular degeneration 13,5
hemoglobin H disease,5
malignant childhood germ cell neoplasm,5
alpha-2-plasmin inhibitor deficiency,5
isolated anhidrosis with normal sweat glands,5
Bartter disease type 1,5
female urethral cancer,5
type I Ehlers-Danlos syndrome,5
advanced sleep phase syndrome 3,5
gastrointestinal lymphoma,5
microcephaly and chorioretinopathy 2,5
breast papillary carcinoma,5
alveoli adenoma,5
benign pericardial teratoma,5
gallbladder lymphoma,5
liver inflammatory pseudotumor,5
thymus sarcomatoid carcinoma,5
inflammatory bowel disease 19,5
rectum sarcomatoid carcinoma,5
complex cortical dysplasia with other brain malformations 3,5
Hirata disease,5
congenital stationary night blindness 1F,5
malignant spiradenoma,5
type 1 diabetes mellitus 22,5
type 1 diabetes mellitus 20,5
congenital myasthenic syndrome 9,5
petrous apex meningioma,5
hereditary gelsolin amyloidosis,5
duodenal somatostatinoma,5
type 1 diabetes mellitus 12,5
type 1 diabetes mellitus 10,5
holoprosencephaly 3,5
congenital myasthenic syndrome 17,5
Noonan syndrome 9,5
adult acute monocytic leukemia,5
chromosome 15q11.2 deletion syndrome,5
Noonan syndrome 8,5
congenital myasthenic syndrome 4B,5
benign mediastinal psammomatous neurilemmoma,5
complex cortical dysplasia with other brain malformations 5,5
cortisone reductase deficiency,5
gastric cardia adenocarcinoma,5
testis refractory cancer,5
hypogonadotropic hypogonadism 7 with or without anosmia,5
type 1 diabetes mellitus 6,5
type 1 diabetes mellitus 5,5
complex cortical dysplasia with other brain malformations 2,5
male urethral cancer,5
autosomal recessive spastic paraplegia type 76,5
lymphatic system cancer,5
hypophosphatemic nephrolithiasis/osteoporosis 1,5
inflammatory bowel disease 10,5
lateral meningocele syndrome,5
age related macular degeneration 9,5
ovarian embryonal carcinoma,5
childhood ovarian embryonal carcinoma,5
age related macular degeneration 12,5
acrodysostosis,5
age related macular degeneration 11,5
pancreatic ACTH hormone producing tumor,5
age related macular degeneration 6,5
age related macular degeneration 4,5
congenital myasthenic syndrome 3A,5
age related macular degeneration 8,5
hypertrophic cardiomyopathy 21,5
duodenum adenoma,5
prostate squamous cell carcinoma,5
leukoencephalopathy with vanishing white matter,5
Larsen syndrome,5
prostatic acinar adenocarcinoma,5
hypophosphatemic nephrolithiasis/osteoporosis 2,5
hypertrophic cardiomyopathy 9,5
congenital myasthenic syndrome 2C,5
nemaline myopathy 2,5
parotid gland adenoid cystic carcinoma,5
ovary neuroendocrine neoplasm,5
renal hypomagnesemia 4,5
mixed germ cell-sex cord neoplasm,5
renal hypomagnesemia 6,5
PEHO syndrome,5
liver fibrosarcoma,5
hypogonadotropic hypogonadism 5 with or without anosmia,5
thymus small cell carcinoma,5
episodic ataxia type 3,5
congenital myasthenic syndrome 1B,5
spastic ataxia 1,5
mosaic variegated aneuploidy syndrome 1,5
congenital myasthenic syndrome 1A,5
acinar cell cystadenocarcinoma,5
fibrosarcomatous osteosarcoma,5
congenital myasthenic syndrome 3C,5
laryngeal small cell carcinoma,5
Bartter disease type 4b,5
multiple mitochondrial dysfunctions syndrome 3,5
Leber congenital amaurosis 15,5
multiple mitochondrial dysfunctions syndrome 2,5
acute contagious conjunctivitis,5
malignant mediastinum hemangiopericytoma,5
inflammatory MFH,5
corneal intraepithelial neoplasm,5
retina lymphoma,5
juvenile type testicular granulosa cell tumor,5
alpha-aminoadipic and alpha-ketoadipic aciduria,5
mitochondrial DNA depletion syndrome 12,5
Usher syndrome type 1E,5
heart fibrosarcoma,5
orbit sarcoma,5
Usher syndrome type 1F,5
congenital myasthenic syndrome 3B,5
Lymphedema–distichiasis syndrome,5
retinitis pigmentosa 25,5
Baller-Gerold syndrome,5
autosomal recessive nonsyndromic deafness 14,5
STAR syndrome,5
mixed mucinous and nonmucinous bronchioloalveolar adenocarcinoma,5
hereditary late onset Parkinson disease,5
Li-Fraumeni syndrome 2,5
"visceral neuropathy, familial, autosomal dominant",5
colon adenocarcinoma,5
autosomal recessive nonsyndromic deafness 13,5
cone-rod dystrophy 15,5
autosomal recessive nonsyndromic deafness 17,5
Leber congenital amaurosis 13,5
trachea adenoid cystic carcinoma,5
myeloid neoplasms associated with PDGFRB rearrangement,5
diencephalic astrocytoma,5
pilocytic astrocytoma of cerebellum,5
cerebral creatine deficiency syndrome,5
fumarase deficiency,5
"nephrotic syndrome, type 4",5
ovarian mucinous cystadenocarcinoma,5
ventriculomegaly-cystic kidney disease,5
heart defect-tongue hamartoma-polysyndactyly syndrome,5
nasal cavity disease,5
retinitis pigmentosa 56,5
dermoid cyst of ovary,5
retinitis pigmentosa 26,5
retinitis pigmentosa 38,5
Wolffian duct adenoma,5
kidney hemangiopericytoma,5
retinitis pigmentosa 33,5
retinitis pigmentosa 28,5
cutaneous ganglioneuroma,5
frontal sinus squamous cell carcinoma,5
Leber congenital amaurosis 10,5
basophilic carcinoma,5
schizophrenia 4,5
retinitis pigmentosa 30,5
Native American myopathy,5
ureter carcinoma,5
ectodermal dysplasia 11A,5
colon lymphoma,5
autosomal recessive nonsyndromic deafness 71,5
childhood kidney cell carcinoma,5
hereditary renal cell carcinoma,5
uterine corpus bizarre leiomyoma,5
spinal cord lymphoma,5
autosomal recessive nonsyndromic deafness 68,5
autosomal recessive nonsyndromic deafness 62,5
autosomal recessive nonsyndromic deafness 65,5
retinitis pigmentosa 34,5
retinitis pigmentosa 23,5
rhabdoid meningioma,5
schizophrenia 9,5
retinitis pigmentosa 46,5
retinitis pigmentosa 11,5
retinitis pigmentosa 36,5
retinitis pigmentosa 17,5
liver rhabdomyosarcoma,5
middle ear disease,5
rectum adenocarcinoma,5
placental choriocarcinoma,5
"thrombophilia, X-linked, due to factor 9 defect",5
"X-linked intellectual disability, Stocco dos Santos type",5
schizophrenia 15,5
extrahepatic bile duct carcinoma,5
laryngeal mucoepidermoid carcinoma,5
schizophrenia 13,5
retinitis pigmentosa 18,5
vulvar sarcoma,5
retinitis pigmentosa 32,5
Fanconi anemia complementation group F,5
PASLI Disease,5
autosomal recessive nonsyndromic deafness 40,5
autosomal recessive nonsyndromic deafness 38,5
autosomal recessive nonsyndromic deafness 33,5
autosomal recessive nonsyndromic deafness 55,5
lung adenoma,5
bile duct cystadenoma,5
autosomal recessive nonsyndromic deafness 51,5
autosomal recessive nonsyndromic deafness 45,5
Fanconi anemia complementation group Q,5
Fanconi anemia complementation group P,5
Fanconi anemia complementation group I,5
bladder papillary transitional cell neoplasm,5
Fanconi anemia complementation group D1,5
Fanconi anemia complementation group G,5
autosomal recessive nonsyndromic deafness 47,5
Fanconi anemia complementation group L,5
Fanconi anemia complementation group T,5
thymus squamous cell carcinoma,5
brown-Vialetto-van Laere syndrome 2,5
"microphthalmia, syndromic 11",5
"psoriasis 13, susceptibility to",5
gastric squamous cell carcinoma,5
eccrine papillary adenocarcinoma,5
acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins,5
embryonal extrahepatic bile duct rhabdomyosarcoma,5
bile duct rhabdomyosarcoma,5
heparin cofactor 2 deficiency,5
"thrombophilia due to protein S deficiency, autosomal dominant",5
mixed type thymoma,5
autosomal recessive nonsyndromic deafness 46,5
benign perivascular tumor,5
retinitis pigmentosa 19,5
intracranial primitive neuroectodermal tumor,5
nephronophthisis 14,5
nephronophthisis 12,5
nephronophthisis 3,5
lymphoproliferative syndrome 2,5
primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,5
rete ovarii neoplasm,5
combined oxidative phosphorylation defect type 26,5
DOCK2 deficiency,5
combined oxidative phosphorylation defect type 25,5
"trichothiodystrophy 3, photosensitive",5
central nervous system leiomyoma,5
motor developmental delay due to 14q32.2 paternally expressed gene defect,5
familial hypocalciuric hypercalcemia 1,5
autosomal dominant nocturnal frontal lobe epilepsy 2,5
"46,XY sex reversal 10",5
neonatal severe cardiopulmonary failure due to mitochondrial methylation defect,5
"psoriasis 15, pustular, susceptibility to",5
ACTH-independent macronodular adrenal hyperplasia 2,5
extrahepatic bile duct leiomyosarcoma,5
autosomal recessive nonsyndromic deafness 26,5
autosomal recessive nonsyndromic deafness 27,5
malignant giant cell tumor,5
hepatic vascular disease,5
autosomal recessive nonsyndromic deafness 20,5
autosomal dominant non-syndromic intellectual disability 2,5
autosomal dominant non-syndromic intellectual disability 3,5
Seckel syndrome 7,5
endometrium carcinoma in situ,5
"3-methylglutaconic aciduria, type 8",5
progressive familial intrahepatic cholestasis 5,5
familial bicuspid aortic valve,5
Temtamy preaxial brachydactyly syndrome,5
kidney sarcoma,5
autosomal dominant nonsyndromic deafness 7,5
nephrotic syndrome type 7,5
autosomal dominant non-syndromic intellectual disability 36,5
esophagus lymphoma,5
esophageal carcinoma,5
autosomal dominant non-syndromic intellectual disability 33,5
esophagus sarcoma,5
autosomal dominant non-syndromic intellectual disability 34,5
autosomal dominant non-syndromic intellectual disability 29,5
autosomal dominant non-syndromic intellectual disability 31,5
autosomal dominant non-syndromic intellectual disability 30,5
inflammatory myofibroblastic tumour,5
autosomal dominant non-syndromic intellectual disability 21,5
autosomal dominant non-syndromic intellectual disability 23,5
sinonasal undifferentiated carcinoma,5
autosomal dominant nonsyndromic deafness 70,5
early infantile epileptic encephalopathy 7,5
autosomal dominant nonsyndromic deafness 66,5
autosomal dominant nonsyndromic deafness 68,5
normophosphatemic familial tumoral calcinosis,5
lymphoblastic lymphoma,5
lymphoepithelioma-like carcinoma,5
autosomal dominant nonsyndromic deafness 59,5
NUT midline carcinoma,5
Jalili syndrome,5
Kaufman oculocerebrofacial syndrome,5
keratosis follicularis spinulosa decalvans,5
autosomal dominant nonsyndromic deafness 54,5
autosomal dominant nonsyndromic deafness 53,5
autosomal dominant nonsyndromic deafness 58,5
methylmalonyl-CoA mutase deficiency,5
congenital disorder of glycosylation type IIq,5
Dowling-Degos disease,5
nonsyndromic deafness,5
autosomal dominant nonsyndromic deafness 33,5
monoclonal gammopathy of uncertain significance,5
adermatoglyphia,5
SADDAN,5
acromicric dysplasia,5
hypomyelinating leukodystrophy 6,5
hypomyelinating leukodystrophy 10,5
cleft lip-palate-ectodermal dysplasia syndrome,5
botryoid embryo rhabdomyosarcoma,5
autosomal dominant Robinow syndrome 1,5
autosomal dominant Robinow syndrome 2,5
crouzonodermoskeletal syndrome,5
Currarino syndrome,5
clear-cell ovarian carcinoma,5
clubbed thumb,5
familial temporal lobe epilepsy 8,5
gestational choriocarcinoma,5
ectomesenchymoma,5
autosomal dominant nonsyndromic deafness 49,5
congenital fibrosis of the extraocular muscles,5
Cantú syndrome,5
autosomal dominant nonsyndromic deafness 43,5
familial atrial fibrillation,5
autosomal dominant nonsyndromic deafness 47,5
comedocarcinoma,5
pancreatic serous cystadenoma,5
papillary eccrine adenoma,5
papillary urothelial neoplasm of low malignant potential,5
autosomal dominant nonsyndromic deafness 31,5
autosomal dominant nonsyndromic deafness 30,5
distal hereditary motor neuronopathy type 2A,5
leukocyte adhesion deficiency-1,5
Pearson syndrome,5
uterine corpus endometrial stromal sarcoma,5
TCR-alpha-beta-positive T-cell deficiency,5
autosomal dominant non-syndromic intellectual disability 4,5
pollen allergy,5
autosomal dominant nonsyndromic deafness 1,5
autosomal recessive nonsyndromic deafness 96,5
autosomal recessive nonsyndromic deafness 97,5
larynx verrucous carcinoma,5
autosomal recessive nonsyndromic deafness 85,5
vaginal adenosarcoma,5
autosomal recessive nonsyndromic deafness 83,5
penis basal cell carcinoma,5
scrotum basal cell carcinoma,5
external ear basal cell carcinoma,5
combined immunodeficiency due to MALT1 deficiency,5
vulva basal cell carcinoma,5
obesity due to congenital leptin deficiency,5
autosomal dominant non-syndromic intellectual disability 10,5
autosomal dominant nonsyndromic deafness 27,5
ciliary body disease,5
autosomal dominant nonsyndromic deafness 22,5
autosomal dominant nonsyndromic deafness 24,5
autosomal dominant nonsyndromic deafness 18,5
soft tissue peripheral neuroepithelioma,5
autosomal dominant nonsyndromic deafness 21,5
autosomal dominant nonsyndromic deafness 16,5
cavernous hemangioma of orbit,5
hemangioma of orbit,5
ureteral lymphoma,5
sarcomatoid mesothelioma,5
Treacher Collins syndrome 3,5
malignant epithelial mesothelioma,5
autosomal dominant non-syndromic intellectual disability 5,5
autosomal dominant non-syndromic intellectual disability 11,5
nasal cavity inverting papilloma,5
primary ciliary dyskinesia 34,5
French Canadian Leigh disease,5
ocular hyperemia,5
"Wolfram syndrome, mitochondrial form",5
Leber optic atrophy and dystonia,5
linear skin defects with multiple congenital anomalies 3,5
Worth's syndrome,5
linear skin defects with multiple congenital anomalies 2,5
hereditary folate malabsorption,5
severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome,5
tracheal lymphoma,5
spermatogenic failure 5,5
trichohepatoenteric syndrome 1,5
bone sarcoma,5
primary ciliary dyskinesia 35,5
renal-hepatic-pancreatic dysplasia,5
autosomal dominant non-syndromic intellectual disability 8,5
third ventricle chordoid glioma,5
syndromic X-linked intellectual disability Chudley-Schwartz type,5
primary coenzyme Q10 deficiency 1,5
seminal vesicle tumor,5
prostate sarcoma,5
familial hyperinsulinemic hypoglycemia 4,5
hereditary lymphedema II,5
mixed type rhabdomyosarcoma,5
familial partial lipodystrophy type 2,5
distal myopathy 1,5
bile duct cystadenocarcinoma,5
pancreatic adenocarcinoma,5
urethra transitional cell carcinoma,5
papillary transitional carcinoma,5
perivascular tumor,5
appendix leiomyoma,5
atopic dermatitis 2,5
bile duct clear cell adenocarcinoma,5
childhood immature teratoma of ovary,5
immunodeficiency 26,5
spinal cord glioma,5
adrenal neuroblastoma,5
spinal cord oligodendroglioma,5
episodic kinesigenic dyskinesia 2,5
wound botulism,5
chromosome 19p13.13 deletion syndrome,5
malignant spindle cell melanoma,5
"chromosome 16p12.1 deletion syndrome, 520kb",5
Leber congenital amaurosis 12,5
bile duct signet ring cell carcinoma,5
prostate signet ring cell adenocarcinoma,5
ampulla of Vater adenocarcinoma,5
congenital disorder of glycosylation It,5
Askin's tumor,5
Gaucher's disease type I,5
Borst-Jadassohn intraepidermal carcinoma,5
retinitis pigmentosa 29,5
retinitis pigmentosa 50,5
intratubular embryonal carcinoma,5
retinitis pigmentosa 31,5
Leber congenital amaurosis 9,5
achromatopsia 4,5
rete testis neoplasm,5
gastric adenosquamous carcinoma,5
adenosquamous gallbladder carcinoma,5
Alzheimer disease 16,5
adult familial myoclonic epilepsy 1,5
Ayme-Gripp syndrome,5
Noonan syndrome-like disorder with loose anagen hair,5
retinitis pigmentosa 9,5
precursor B lymphoblastic lymphoma/leukemia,5
rolandic epilepsy-paroxysmal exercise-induced dystonia-writer's cramp syndrome,5
thymus basaloid carcinoma,5
esophageal basaloid squamous cell carcinoma,5
choroid epithelioid cell melanoma,5
retinitis pigmentosa 14,5
Waardenburg syndrome type 2D,5
Joubert syndrome 3,5
breast apocrine carcinoma,5
prostate leiomyoma,5
spinocerebellar ataxia type 36,5
episodic ataxia type 8,5
childhood mature teratoma of the ovary,5
atopic dermatitis 8,5
nonprogressive cerebellar atxia with mental retardation,5
retroperitoneal germ cell neoplasm,5
Van Maldergem syndrome,5
Smith-McCort dysplasia,5
mesenchymal cell neoplasm,5
meningeal melanocytoma,5
abdominal obesity-metabolic syndrome 3,5
retinitis pigmentosa 24,5
lung clear cell-sugar-tumor,5
conjunctival pterygium,5
age related macular degeneration 5,5
small intestinal vasoactive intestinal peptide producing tumor,5
spinocerebellar ataxia type 41,5
occult macular dystrophy,5
snowflake vitreoretinal degeneration,5
D-2-hydroxyglutaric aciduria,5
congenital bile acid synthesis defect 5,5
Joubert syndrome 9,5
platelet-type bleeding disorder 14,5
platelet-type bleeding disorder 18,5
platelet-type bleeding disorder 15,5
rectum neuroendocrine neoplasm,5
scrotal carcinoma,5
cervix carcinoma,5
"spondyloepiphyseal dysplasia, Maroteaux type",5
palmoplantar keratoderma-deafness syndrome,5
ring dermoid of cornea,5
fragile X-associated tremor/ataxia syndrome,5
schneckenbecken dysplasia,5
"psoriasis 1, susceptibility to",5
trichorhinophalangeal syndrome type I,5
"PHGDH deficiency, infantile/juvenile form",5
spinocerebellar ataxia type 27,5
Fanconi anemia complementation group J,5
cutaneous liposarcoma,5
cone-rod dystrophy 1,5
nemaline myopathy 6,5
kidney fibrosarcoma,5
nemaline myopathy 8,5
X-linked intellectual disability-short stature-overweight syndrome,5
breast intracanalicular fibroadenoma,5
superficial basal cell carcinoma,5
autosomal recessive osteopetrosis 8,5
cerebral edema,5
"Vacterl association, X-linked, with or without hydrocephalus",5
retinitis pigmentosa 22,5
epidural spinal canal angiolipoma,5
syndactyly type 8,5
uterus intravascular leiomyomatosis,5
MEND syndrome,5
bestrophinopathy,5
hyperCKmia,5
Fanconi anemia complementation group O,5
Fanconi anemia complementation group N,5
atelosteogenesis,5
nemaline myopathy 7,5
retinitis pigmentosa 13,5
CODAS syndrome,5
distal biliary tract carcinoma,5
pulmonary neuroendocrine tumor,5
"methylmalonic acidemia with homocystinuria, type cblX",5
cortisone reductase deficiency 2,4
spinocerebellar ataxia type 14,4
spinocerebellar ataxia type 8,4
spinocerebellar ataxia type 21,4
spinocerebellar ataxia type 12,4
spinocerebellar ataxia type 11,4
Compton-North congenital myopathy,4
spinocerebellar ataxia type 10,4
neurofibroma of the esophagus,4
congenital myasthenic syndrome 21,4
Coffin-Siris syndrome 1,4
familial partial lipodystrophy type 3,4
primary coenzyme Q10 deficiency 2,4
Joubert syndrome 8,4
sclerosteosis 2,4
familial hyperinsulinemic hypoglycemia 5,4
artery disease,4
amyotrophic lateral sclerosis type 5,4
familial partial lipodystrophy type 6,4
platelet-type bleeding disorder 19,4
carotenemia,4
familial partial lipodystrophy type 4,4
tubular aggregate myopathy,4
esophagus leiomyoma,4
acantholytic squamous cell skin carcinoma,4
spinocerebellar ataxia type 23,4
multiple spinal canal and spinal cord meningioma,4
adenosquamous cell lung carcinoma,4
spinocerebellar ataxia type 26,4
spinocerebellar ataxia type 18,4
peroxisome biogenesis disorder 2B,4
nemaline myopathy 9,4
fetal akinesia deformation sequence,4
FTDALS4,4
molybdenum cofactor deficiency type B,4
liver leiomyoma,4
FTDALS3,4
molybdenum cofactor deficiency type C,4
pontocerebellar hypoplasia type 10,4
ocular albinism with sensorineural deafness,4
optic atrophy 7,4
exudative vitreoretinopathy 5,4
optic atrophy 8,4
geleophysic dysplasia 1,4
colobomatous optic disc-macular atrophy-chorioretinopathy syndrome,4
Heimler syndrome 2,4
salivary gland mucoepidermoid carcinoma,4
exudative vitreoretinopathy 6,4
autosomal dominant optic atrophy plus syndrome,4
hypomyelinating leukodystrophy 13,4
spinocerebellar ataxia type 4,4
nemaline myopathy 10,4
subacute lymphocytic thyroiditis,4
autosomal dominant Robinow syndrome 3,4
Joubert syndrome 7,4
mediastinum ganglioneuroblastoma,4
colonic lymphangioma,4
proximal myopathy with extrapyramidal signs,4
myoclonic dystonia 15,4
spinocerebellar ataxia type 37,4
spinocerebellar ataxia type 35,4
colon leiomyoma,4
spinocerebellar ataxia type 38,4
lipoma of colon,4
spinocerebellar ataxia type 40,4
uterine corpus serous adenocarcinoma,4
hypomyelinating leukodystrophy 4,4
hypomyelinating leukodystrophy 2,4
exudative vitreoretinopathy 4,4
kidney angiomyolipoma,4
hypertrophic cardiomyopathy 1,4
autosomal recessive woolly hair 3,4
Joubert syndrome 6,4
familial temporal lobe epilepsy 6,4
episodic ataxia type 7,4
Sugarman brachydactyly,4
brachydactyly type E1,4
breast lipoma,4
kidney lipoma,4
distal hereditary motor neuronopathy type 2D,4
pleural lipoma,4
brachydactyly type B1,4
complement component 4a deficiency,4
distal hereditary motor neuronopathy type 2C,4
axillary lipoma,4
gallbladder lipoma,4
distal spinal muscular atrophy type 5,4
X-linked intellectual disability-cardiomegaly-congestive heart failure syndrome,4
Parkinson's disease 3,4
mosaic variegated aneuploidy syndrome 2,4
complement component 4b deficiency,4
spondyloepiphyseal dysplasia tarda,4
platelet-type bleeding disorder 10,4
congenital muscular dystrophy-dystroglycanopathy type A13,4
Joubert syndrome 10,4
Lynch syndrome 1,4
achromatopsia 7,4
glycine N-methyltransferase deficiency,4
hereditary nonpolyposis colorectal cancer type 2,4
multiple epiphyseal dysplasia 5,4
Hermansky-Pudlak syndrome 4,4
Hermansky-Pudlak syndrome 3,4
multiple epiphyseal dysplasia 1,4
obesity due to prohormone convertase 1 deficiency,4
"cardiac malformation, cleft lip/palate, microcephaly, and digital anomalies",4
Joubert syndrome 14,4
early infantile epileptic encephalopathy 39,4
Orthomyxoviridae infectious disease,4
autosomal dominant limb-girdle muscular dystrophy type 1,4
Joubert syndrome 13,4
Wolfram syndrome 2,4
methylmalonic acidemia due to transcobalamin receptor defect,4
complement component 9 deficiency,4
Heimler syndrome 1,4
primary pigmented nodular adrenocortical disease,4
gingival fibromatosis 5,4
Joubert syndrome 21,4
congenital disorder of glycosylation type IIb,4
X-linked Emery-Dreifuss muscular dystrophy 6,4
vitreous disease,4
early infantile epileptic encephalopathy 8,4
primary coenzyme Q10 deficiency 5,4
Joubert syndrome 22,4
familial hypertrophic cardiomyopathy,4
Joubert syndrome 23,4
ophthalmia neonatorum,4
Fanconi renotubular syndrome 1,4
Alwadei syndrome,4
congenital myasthenic syndrome 19,4
ankyrin-B-related cardiac arrhythmia,4
immunodeficiency 45,4
Joubert syndrome 5,4
orofaciodigital syndrome XVI,4
autosomal recessive chronic granulomatous disease cytochrome b-positive type II,4
early infantile epileptic encephalopathy 55,4
mitochondrial complex V (ATP synthase) deficiency nuclear type 3,4
autosomal recessive chronic granulomatous disease cytochrome b-negative,4
mixed mineral dust pneumoconiosis,4
orofaciodigital syndrome XVII,4
dominant beta-thalassemia,4
"palmoplantar keratoderma, Bothnian type",4
osteoclast-like giant cell neoplasm of the pancreas,4
mitochondrial complex V (ATP synthase) deficiency nuclear type 4,4
mixed sleep apnea,4
early infantile epileptic encephalopathy 59,4
"myopathy, lactic acidosis, and sideroblastic anemia 3",4
Joubert syndrome 16,4
"sideroblastic anemia with B-cell immunodeficiency, periodic fevers, and developmental delay",4
Joubert syndrome 17,4
Joubert syndrome 18,4
primary coenzyme Q10 deficiency 7,4
primary coenzyme Q10 deficiency 4,4
cutaneous small-vessel vasculitis,4
Joubert syndrome 20,4
spinocerebellar ataxia type 42,4
Usher syndrome type 2A,4
Alzheimer's disease 9,4
retinitis pigmentosa 63,4
acute infantile liver failure-multisystemic involvement syndrome,4
familial adult myoclonic epilepsy 4,4
hereditary sensory and autonomic neuropathy type 2,4
inflammatory bowel disease 20,4
retinitis pigmentosa 42,4
inflammatory bowel disease 15,4
retinitis pigmentosa 70,4
posterior polymorphous corneal dystrophy 1,4
inflammatory bowel disease 16,4
inflammatory bowel disease 14,4
autosomal recessive dyskeratosis congenita 3,4
autosomal recessive dyskeratosis congenita 2,4
Seckel syndrome 5,4
retinitis pigmentosa 27,4
subepithelial mucinous corneal dystrophy,4
epidermal nevus,4
Seckel syndrome 4,4
Seckel syndrome 8,4
retinitis pigmentosa 66,4
pediatric hepatocellular carcinoma,4
retinitis pigmentosa 44,4
"congenital disorder of glycosylation, type 1aa",4
cold-induced sweating syndrome 3; CISS3,4
Fanconi renotubular syndrome 3,4
inflammatory bowel disease 2,4
TFRC-related combined immunodeficiency,4
inflammatory bowel disease 26,4
co-trimoxazole allergy,4
retinitis pigmentosa 49,4
Xia-Gibbs Syndrome,4
Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome,4
retinitis pigmentosa 62,4
succinylcholine allergy,4
retinitis pigmentosa 43,4
"trichothiodystrophy 2, photosensitive",4
hypotrichosis 11,4
hypotrichosis 12,4
non-secretory myeloma,4
immunodeficiency 39,4
congenital stationary night blindness 1G,4
immunodeficiency 37,4
lymphoproliferative syndrome 1,4
familial hypocalciuric hypercalcemia 3,4
familial hypocalciuric hypercalcemia 2,4
retinitis pigmentosa 48,4
Leber congenital amaurosis 17,4
hereditary sensory and autonomic neuropathy type 2B,4
fatal multiple mitochondrial dysfunctions syndrome,4
retinitis pigmentosa 10,4
hereditary sensory neuropathy type ID,4
combined oxidative phosphorylation defect type 30,4
inflammatory bowel disease 13,4
nephronophthisis 7,4
congenital bile acid synthesis defect 6,4
inflammatory bowel disease 7,4
cone-rod dystrophy 5,4
cone-rod dystrophy 7,4
holoprosencephaly 4,4
holoprosencephaly 8,4
holoprosencephaly 5,4
holoprosencephaly 11,4
