link,title,body,summary,publish_date
https://www.malaymail.com/news/world/2023/04/12/kicking-off-philippines-drills-us-vows-defense-in-south-china-sea/64359,"Kicking off Philippines drills, US vows defense in South China Sea","WASHINGTON, April 12 — The United States yesterday promised to defend the Philippines in the dispute-rife South China Sea as the allies launched their largest-ever joint exercises in the face of Beijing’s growing assertiveness in the region.

Nearly 18,000 troops are taking part in the annual exercises dubbed Balikatan, or “shoulder to shoulder” in Filipino, which for the first time will include a live-fire drill in the South China Sea, which Beijing claims almost entirely.

The drills follow Monday’s conclusion of a three-day Chinese military exercise that simulated targeted strikes and a blockade of self-ruled, democratic Taiwan, which Beijing considers part of its territory.

In rare joint talks in Washington with their Philippine counterparts, Secretary of State Antony Blinken and Defense Secretary Lloyd Austin discussed a deal reached last week for US forces to use a growing number of bases in the Philippines, including one near Taiwan.

Blinken said the United States affirmed its “unwavering commitment to standing with the Philippines against any intimidation or coercion, including in the South China Sea.”

The mutual defense treaty, signed in 1951 after the Philippines’ independence from Washington, “applies to armed attacks on either of our armed forces, our aircraft or public vessels, including our Coast Guard, anywhere in the South China Sea,” Austin told a joint news conference.

The United States and the Philippines plan new exercises in the South China Sea later in the year that will include other countries, Austin said.

He said the United States is allocating more than $100 million to the bases in the current fiscal year and that the United States would provide new military equipment to the Philippines including drones and air defenses.

Asked if the Philippines worried about China’s reaction, acting defense chief Carlito Galvez said, “We don’t expect any violent reaction considering that this exercise is intended for our collective defense.”

News of the expanded base access had prompted China to accuse the United States of “endangering regional peace and stability.”

“Countries in this part of the world must uphold strategic independence and firmly resist the Cold War mentality and bloc confrontation,” China’s ambassador to Manila, Huang Xilian, said last week.

Exercises in tense waters

Balikatan will include military helicopters landing on a Philippine island off the northern tip of the main island of Luzon, nearly 300 kilometres from Taiwan, and the retaking of another island by amphibious forces.

It will be the first time the exercises have been held under President Ferdinand Marcos, who has sought to strengthen ties with the United States after his predecessor Rodrigo Duterte trashed the alliance.

“In order for us to protect our sovereign territory, we really have to drill and exercise how we are going to retake an island that’s been taken away from us,” Philippine exercises spokesman Colonel Michael Logico told reporters after the opening ceremony at a military camp in Manila.

About 12,200 American, 5,400 Filipino and just over 100 Australian soldiers will participate in the two weeks of Balikatan exercises — about twice as many as last year.

The Americans will also use their Patriot missiles, considered one of the best air defence systems in the world, and the Himars precision rocket system, which has helped Ukrainian forces fighting the Russian invaders.

The two armies originally planned to fire live rounds at sea off the northern province of Ilocos Norte, about 355 kilometers from Taiwan’s south coast, but moved it farther down the South China Sea, Philippine Army Major-General Marvin Licudine said.

The original site was “not sufficiently prepared” for unloading the needed equipment, he said.

The new venue is less than 300 kilometres east of the Chinese-held Scarborough Shoal.

The exercises will enhance “tactics, techniques and procedures across a wide range of military operations,” said Philippine military spokesman Colonel Medel Aguilar.

About 50 leftwing protesters staged a rally outside the opening ceremony venue, calling on the Philippine government to scrap the exercises. — AFP","WASHINGTON, April 12 — The United States yesterday promised to defend the Philippines in the dispute-rife South China Sea as the allies launched their largest-ever joint exercises in the face of Beijing’s growing assertiveness in the region.
Nearly 18,000 troops are taking part in the annual exercises dubbed Balikatan, or “shoulder to shoulder” in Filipino, which for the first time will include a live-fire drill in the South China Sea, which Beijing claims almost entirely.
The United States and the Philippines plan new exercises in the South China Sea later in the year that will include other countries, Austin said.
He said the United States is allocating more than $100 million to the bases in the current fiscal year and that the United States would provide new military equipment to the Philippines including drones and air defenses.
The two armies originally planned to fire live rounds at sea off the northern province of Ilocos Norte, about 355 kilometers from Taiwan’s south coast, but moved it farther down the South China Sea, Philippine Army Major-General Marvin Licudine said.",12/4/2023 0:00
https://www.malaymail.com/news/sports/2023/04/11/i-hope-to-play-with-messi-next-season-at-barca-says-lewandowski/64347,"I hope to play with Messi next season at Barca, says Lewandowski","BARCELONA, April 11 — Barcelona striker Robert Lewandowski would love Lionel Messi to return to the Catalan club from Paris Saint-Germain this summer, he said today.

The 35-year-old Argentine World Cup winner left Barca in 2021 when the club could not afford to renew his contract and his PSG deal expires in June.

Amid whistles from PSG supporters who see Messi as a symbol of the club’s mistakes in chasing star signings instead of building a competitive team, Barcelona are openly courting the forward.

“Messi belongs to Barca and if he returns it would be something incredible,” said Lewandowski.

“We know that his place is here, in Barcelona. I don’t know what will happen, but I hope that next season we can play together.”

Messi is the club’s all-time top goalscorer and many consider him the best player in the history of football.

The playmaker scored a record 672 goals in 778 matches for Barcelona, winning 35 trophies, after joining the club at 13-years-old and developing at their feted La Masia youth academy.

Barcelona fans have chanted Messi’s name in the 10th minute — representing his former Barca shirt number — in their last two matches, including a 0-0 draw against Girona today in La Liga.

“Leo generates excitement, they have chanted his name in two games now, we’ll see what happens,” said Barca coach Xavi Hernandez after the derby clash.

Lewandowski, top scorer in Spain, could not find the net for the league leaders against Girona and, speaking at a charity event, said he had been carrying an injury.

“I took a blow from (Real Madrid defender Eder) Militao in the game against Madrid and I could not walk,” added Lewandowski, referring to Barcelona’s 4-0 thrashing by Los Blancos in the Copa del Rey last week.

“On the pitch I have to play better but that knock from Militao left my body in a bad way.” — AFP","BARCELONA, April 11 — Barcelona striker Robert Lewandowski would love Lionel Messi to return to the Catalan club from Paris Saint-Germain this summer, he said today.
The 35-year-old Argentine World Cup winner left Barca in 2021 when the club could not afford to renew his contract and his PSG deal expires in June.
“Messi belongs to Barca and if he returns it would be something incredible,” said Lewandowski.
I don’t know what will happen, but I hope that next season we can play together.”Messi is the club’s all-time top goalscorer and many consider him the best player in the history of football.
“On the pitch I have to play better but that knock from Militao left my body in a bad way.” — AFP",11/4/2023 0:00
https://www.straitstimes.com/asia/se-asia/foreign-couple-charged-36-for-a-haircut-in-kl-authorities-investigating,KL barber advertises haircuts ‘from RM19’ but tourist charged RM120; authorities investigating,"Malaysia is investigating a claim by a British couple who said they were charged RM120 (S$36) for a haircut in Kuala Lumpur.

A sign outside the barber shop advertised haircuts “from RM19”.

Domestic Trade and Cost of Living Minister Salahuddin Ayub said action can be taken against the barber under an anti-profiteering law if the allegation is true.

“If the allegation is true, let’s ensure that those involved will be strictly dealt with. Not only did they charge excessively, but such action tarnished Malaysia’s good name,” he told the Malaysian media.

“As a tourist destination, we should offer the best services and reasonable prices.”

The couple are a pair of YouTubers known as Zoe and Czar. They recently uploaded a two-minute video on their TikTok account that showed them in a dispute with a barber after he charged Czar RM120 for a haircut.

The couple said they went to the barber in the commercial Bukit Bintang area after seeing a sign that advertised haircuts from RM19.

After Czar had his haircut, they were shocked when the barber quoted him RM120.

“That’s more than what I paid in the UK,” Czar said in the TikTok video.

The couple claimed they overheard another foreigner being charged RM250 by another barber in the same shop.

Locals they asked told them that the price should not be more than RM50.

However, the barber insisted Czar had to fork out the amount because foreigners allegedly have to pay “additional taxes”.

The barber also attributed the price to the trimming of Czar’s beard, to which Zoe pointed out her partner “doesn’t have much facial hair”.

Summing up their experience, Zoe said it was unfair to assume foreigners have a lot of money and that “it is OK to charge us that much”.

“It gives people a bad impression,” she added.","Malaysia is investigating a claim by a British couple who said they were charged RM120 (S$36) for a haircut in Kuala Lumpur.
A sign outside the barber shop advertised haircuts “from RM19”.
They recently uploaded a two-minute video on their TikTok account that showed them in a dispute with a barber after he charged Czar RM120 for a haircut.
The couple said they went to the barber in the commercial Bukit Bintang area after seeing a sign that advertised haircuts from RM19.
However, the barber insisted Czar had to fork out the amount because foreigners allegedly have to pay “additional taxes”.",2023-04-12 09:26:20+08:00
https://www.channelnewsasia.com/sport/patience-required-end-suryakumars-ipl-slump-says-shastri-3409761,"Patience required to end Suryakumar's IPL slump, says Shastri","NEW DELHI : Mumbai Indians batter Suryakumar Yadav needs to be a little more patient early on in his knock if he is to find a way out of his slump in the Indian Premier League (IPL), former India head coach Ravi Shastri said.

Suryakumar is the world's top-ranked Twenty20 batter but has found the going tough in recent times and was dismissed for three first-ball ducks in the home one-day series against Australia last month.

The 32-year-old managed 15 and one in his two outings for Mumbai, who will be looking for their first victory of the season when they face hosts Delhi Capitals later on Tuesday.

""There's going to be light at the end of the tunnel, he's going to be seeing that very soon,"" Shastri told the Cricinfo website ahead of the match.

""And when he sees that, he's going to grab it and make the most of it.

""So the advice to him would be just give yourself a little bit of time early on, even though it's T20 cricket.""

Known for his audacious strokeplay and 175-plus strike rate in T20 Internationals, Suryakumar tends to attack right from the word go but Shastri said he should take some time to find his feet at the crease.

""One good hit and you're on your way. That's what he needs - one good hit, and a little bit of time at the crease,"" he added.

""Not 20-30 minutes, maybe six balls or eight balls, and I think he'd be fine.""

Former Australia captain Ricky Ponting also felt Suryakumar needed to be backed ahead of India's campaign in the 50-overs World Cup on home soil later this year.

""Everyone around the world knows what Surya can do in white-ball cricket. They should stick with him, I feel,"" Ponting told the International Cricket Council website last week.

""Because he is, I think, the kind of player that can win you a World Cup.

""He might be a little bit inconsistent but he's the sort of guy who in big moments can win you something.""","""There's going to be light at the end of the tunnel, he's going to be seeing that very soon,"" Shastri told the Cricinfo website ahead of the match.
""And when he sees that, he's going to grab it and make the most of it.
""So the advice to him would be just give yourself a little bit of time early on, even though it's T20 cricket.""
That's what he needs - one good hit, and a little bit of time at the crease,"" he added.
""He might be a little bit inconsistent but he's the sort of guy who in big moments can win you something.""",None
https://www.straitstimes.com/singapore/over-235000-people-left-s-pore-from-land-checkpoints-on-april-6-daily-record-since-border-reopening,"Over 235,000 people left S'pore via Woodlands, Tuas on April 6, record since border reopened","SINGAPORE – More than 235,000 people left Singapore through the Woodlands and Tuas checkpoints on April 6, ahead of the Good Friday long weekend.

This was the highest daily exit traffic recorded since land borders with Malaysia reopened about a year ago.

A surge of traffic was seen from last Thursday afternoon onwards, and there was heavy congestion at both checkpoints, said the Immigration and Checkpoints Authority (ICA) on Wednesday.

Close to 1.4 million travellers cleared through the two land checkpoints over the long weekend period from April 6 to 9, ICA added. Good Friday fell on April 7 and the Qing Ming Festival started on April 5.

As more than one million travellers crossed the land checkpoints during the Good Friday weekend in 2019, the current figure is an indication that traffic has returned to pre-pandemic levels.

ICA said the tailback from Malaysia led to delays at Singapore departure points.

“Vehicular queues extended beyond the Seletar Expressway for Woodlands Checkpoint and along Ayer Rajah Expressway for Tuas Checkpoint,” it added.

The Straits Times earlier reported that live camera feed on the OneMotoring portal showed heavy congestion at both checkpoints throughout the day.

Checks in the evening showed that travellers crossing the Causeway were expected to take between six and seven hours to get into Malaysia, and those crossing at Tuas were expected to take between seven and eight hours.

ICA said it took several measures to help manage congestion and ease the movement of travellers. This included working with the Land Transport Authority and cross-border bus service providers to schedule more buses.

ICA also deployed more officers to areas where more support was needed and updated the traffic situation frequently on platforms such as its Facebook page and through local radio broadcasts.","SINGAPORE – More than 235,000 people left Singapore through the Woodlands and Tuas checkpoints on April 6, ahead of the Good Friday long weekend.
This was the highest daily exit traffic recorded since land borders with Malaysia reopened about a year ago.
Close to 1.4 million travellers cleared through the two land checkpoints over the long weekend period from April 6 to 9, ICA added.
“Vehicular queues extended beyond the Seletar Expressway for Woodlands Checkpoint and along Ayer Rajah Expressway for Tuas Checkpoint,” it added.
The Straits Times earlier reported that live camera feed on the OneMotoring portal showed heavy congestion at both checkpoints throughout the day.",2023-04-12 12:10:16+08:00
https://www.straitstimes.com/sport/basketball/trae-young-leads-hawks-into-miami-for-play-in-clash,Trae Young leads Hawks into Miami for play-in clash,"LOS ANGELES – Atlanta star Trae Young has some unfinished business when his Hawks team visit the Miami Heat on Tuesday night (Wednesday morning, Singapore time) for a National Basketball Association (NBA) Eastern Conference play-in game.

The winner will be the seventh seed in the play-offs, facing the Boston Celtics.

The loser will get a chance to earn the No. 8 seed and a date with the Milwaukee Bucks. To get there, they would have to beat the winner of the other Eastern Conference play-in game between the Toronto Raptors and Chicago Bulls.

Last season, the Heat eliminated Young and the Hawks from the play-offs’ first round in five games.

Young, who finished 10th in the league in scoring (26.2 points) this season, has struggled – relative to his overall numbers – throughout his career against the Heat.

In 17 career games versus Miami, he is averaging 21.4 points on 40.2 per cent shooting, including 32.8 per cent on three-pointers. In four games this season, he averaged 19.8 points on 35.6 per cent shooting, including 20.8 per cent from deep.

For his career against all teams, Young shot 43.7 per cent from the floor and 35.1 per cent from behind the arc.

Given all of that, it is no wonder Miami are 3-1 against Atlanta this season. On March 4, for example, Miami held Young to eight points on two-for-13 shooting as the Heat prevailed 117-109.

The Hawks closed their regular season with a 120-114 loss at the Celtics. It was a meaningless game in the sense that play-off seeding did not change with the result, and that fact was not lost on Hawks coach Quin Snyder.

“Our focus needs to go immediately to Miami,” he said after Sunday’s game. “We need to prepare.”

De’Andre Hunter was the only Hawks starter to play against Boston as Snyder rested his other regulars, including Young.

Heat coach Erik Spoelstra did something similar, resting leading scorer Jimmy Butler in Miami’s final two games. In addition, he did not use starters Bam Adebayo, Kevin Love and Tyler Herro in Miami’s loss at the Washington Wizards on Friday. Reserve point guard Kyle Lowry was also rested.","LOS ANGELES – Atlanta star Trae Young has some unfinished business when his Hawks team visit the Miami Heat on Tuesday night (Wednesday morning, Singapore time) for a National Basketball Association (NBA) Eastern Conference play-in game.
In 17 career games versus Miami, he is averaging 21.4 points on 40.2 per cent shooting, including 32.8 per cent on three-pointers.
In four games this season, he averaged 19.8 points on 35.6 per cent shooting, including 20.8 per cent from deep.
On March 4, for example, Miami held Young to eight points on two-for-13 shooting as the Heat prevailed 117-109.
“We need to prepare.”De’Andre Hunter was the only Hawks starter to play against Boston as Snyder rested his other regulars, including Young.",2023-04-11 17:15:29+08:00
https://www.channelnewsasia.com/business/imf-warns-deeper-financial-turmoil-would-slam-global-growth-3410691,IMF warns deeper financial turmoil would slam global growth,"WASHINGTON: The International Monetary Fund on Tuesday (Apr 11) trimmed its 2023 global growth outlook slightly as higher interest rates cool activity but warned that a severe flare-up of financial system turmoil could slash output to near recessionary levels.

The IMF said in its latest World Economic Outlook report that banking system contagion risks were contained by strong policy actions after the failures of two US regional banks and the forced merger of Credit Suisse. But the turmoil added another layer of uncertainty on top of stubbornly high inflation and spillovers from Russia's war in Ukraine.

""With the recent increase in financial market volatility, the fog around the world economic outlook has thickened,"" the IMF said as it and the World Bank launch spring meetings this week in Washington.

""Uncertainty is high and the balance of risks has shifted firmly to the downside so long as the financial sector remains unsettled,"" the Fund added.

The IMF is now forecasting global real GDP growth at 2.8 per cent for 2023 and 3.0 per cent for 2024, marking a sharp slowdown from 3.4 per cent growth in 2022 due to tighter monetary policy.

Both the 2023 and 2024 forecasts were marked down by 0.1 percentage point from estimates issued in January, partly due to weaker performances in some larger economies as well as expectations of further monetary tightening to battle persistent inflation.

The IMF's US outlook improved slightly, with growth in 2023 forecast at 1.6 per cent versus 1.4 per cent forecast in January as labour markets remain strong. But the Fund cut forecasts for some major economies including Germany, now forecast to contract 0.1 per cent in 2023 and Japan, now forecast to grow 1.3 per cent this year instead of 1.8 per cent forecast in January.

ECONOMIES AND INFLATION RESILIENT

US Treasury Secretary Janet Yellen told a news conference she was more optimistic about the outlook as a number of advanced and emerging market economies were showing resilience.

""I wouldn't overdo the negativism about the global economy,"" Yellen said. ""I think the outlook is reasonably bright.""

The IMF raised its 2023 core inflation forecast to 5.1 per cent, from a 4.5 per cent prediction in January, saying it had yet to peak in many countries despite lower energy and food prices.

""Monetary policy needs to stay focused on price stability"" to keep inflation expectations in check, IMF chief economist Pierre-Olivier Gourinchas told a news conference.

In a Reuters interview, Gourinchas said central banks should not halt their fight against inflation because of financial stability risks, which look ""very much contained.""","WASHINGTON: The International Monetary Fund on Tuesday (Apr 11) trimmed its 2023 global growth outlook slightly as higher interest rates cool activity but warned that a severe flare-up of financial system turmoil could slash output to near recessionary levels.
But the turmoil added another layer of uncertainty on top of stubbornly high inflation and spillovers from Russia's war in Ukraine.
The IMF is now forecasting global real GDP growth at 2.8 per cent for 2023 and 3.0 per cent for 2024, marking a sharp slowdown from 3.4 per cent growth in 2022 due to tighter monetary policy.
The IMF's US outlook improved slightly, with growth in 2023 forecast at 1.6 per cent versus 1.4 per cent forecast in January as labour markets remain strong.
In a Reuters interview, Gourinchas said central banks should not halt their fight against inflation because of financial stability risks, which look ""very much contained.""",None
https://www.malaymail.com/news/malaysia/2023/04/12/family-visits-allowed-at-all-correctional-institutions-for-hari-raya-says-prisons-dept/64412,"Family visits allowed at all correctional institutions for Hari Raya, says Prisons Dept","KUALA LUMPUR, April 12 — Families of inmates at all prisons, Moral Rehabilitation Centres, Special Rehabilitation Centres, Special Detention Centres and the Henry Gurney School are allowed to visit them for the Aidilfitri celebration on the third and fourth day of Raya.

The Prisons Department in a statement today said that priority visits are given to Muslim inmates.

Besides face to meetings, online meetings are also allowed from April 26 to 28.

For families who choose to have a face-to-face meeting, the time is between 8.15am and 4.15pm.

They are also required to do the RT-PCR or ARTK-Ag (swab/saliva) test that has to be valid for three days after sample collection and be asymptomatic before going to the correctional facility.

According to the Prisons Department, the visits are only allowed to visitors who make an appointment through the i-Visit System at www.prison.gov.my, phone calls and e-mails or letters to the institution concerned.

“The institution will set the date and time for the meeting after the reservation is made and they need to contact the relevant institution to get more information,” according to the statement. — Bernama","KUALA LUMPUR, April 12 — Families of inmates at all prisons, Moral Rehabilitation Centres, Special Rehabilitation Centres, Special Detention Centres and the Henry Gurney School are allowed to visit them for the Aidilfitri celebration on the third and fourth day of Raya.
The Prisons Department in a statement today said that priority visits are given to Muslim inmates.
Besides face to meetings, online meetings are also allowed from April 26 to 28.
For families who choose to have a face-to-face meeting, the time is between 8.15am and 4.15pm.
According to the Prisons Department, the visits are only allowed to visitors who make an appointment through the i-Visit System at www.prison.gov.my, phone calls and e-mails or letters to the institution concerned.",12/4/2023 0:00
https://www.straitstimes.com/sport/tennis/alexander-zverev-believes-he-could-have-beaten-rafael-nadal-at-french-open-if-not-for-injury,Alexander Zverev believes he could have beaten Rafael Nadal at French Open if not for injury,"MONTE CARLO – The memory of suffering a serious ankle injury in the 2022 French Open semi-finals is still fresh in Alexander Zverev’s mind, and the German is sure he could have beaten Rafael Nadal had the mishap not happened.

Speaking to Eurosport on Monday, the 25-year-old felt that he was still able to turn the match around, despite trailing 7-6 (8-6), 6-6 when he was forced to retire.

Spanish veteran Nadal advanced to win his 14th Roland Garros crown, and 22nd Grand Slam title, after beating Norway’s Casper Ruud in the final in Paris.

“For some reason I did (believe I could win). I don’t want to sound arrogant,” Zverev said.

“Rafa is obviously the best player to ever play on that surface so you never know what happens. You never know what happens in that match as well. If I don’t get injured, of course (I could have lost) that match. Of course, he can go on to win his 14th Grand Slam.

“But I felt like I was playing the best tennis that I’ve ever played on that surface. So for some reason, I did feel like I could at least compete with him, which I was doing.

“The outcome of the match obviously, always depends on little factors as well. But I did feel like that could have been the week for me.”","MONTE CARLO – The memory of suffering a serious ankle injury in the 2022 French Open semi-finals is still fresh in Alexander Zverev’s mind, and the German is sure he could have beaten Rafael Nadal had the mishap not happened.
Spanish veteran Nadal advanced to win his 14th Roland Garros crown, and 22nd Grand Slam title, after beating Norway’s Casper Ruud in the final in Paris.
“Rafa is obviously the best player to ever play on that surface so you never know what happens.
So for some reason, I did feel like I could at least compete with him, which I was doing.
“The outcome of the match obviously, always depends on little factors as well.",2023-04-11 20:09:47+08:00
https://www.straitstimes.com/asia/australianz/australia-s-new-city-tackles-climate-change-from-the-ground-up,Australia’s new city tackles climate change from the ground up,"SYDNEY – Carbon-neutral buildings and tree-lined streets are at the heart of plans for a brand-new city in a pocket of Australia where temperatures can be among the hottest on earth in the summer and climate change is a major threat.

Bradfield City Centre is under construction on an expanse of dirt and scrub about 56km west of Sydney’s Central Business District and harbour front, neighbouring a new international airport set to open in 2026.

The city and airport are part of the wider Aerotropolis, an area of about 11,000ha – around the size of 15,400 football fields.

The New South Wales state government hopes the development will “supercharge the creation of jobs and economic opportunities” in western Sydney, which is home to about 2.5 million people and has some of the fastest growth rates in Organisation for Economic Cooperation and Development countries.

Backed by A$1 billion (S$889.3 million) from the government and more from a slew of international companies, it will be home to technology companies, colleges and, later, apartments and houses. The first building is set to be completed in 2024.

The new city comes as Australia has faced an increasing number of bush fires, floods and other extreme climate events in recent years, forcing developers to find ways to overcome or mitigate the impact of a warming planet.

At Bradfield, the immediate challenge is the area’s extreme summer temperatures, which can soar as much as 10 deg C higher than the city’s east, which is cooled by the ocean.

In January 2020, as wildfires ravaged Australia’s east coast, the temperature reached 48.9 deg C in the Sydney suburb of Penrith, about 22km from Bradfield, making it the hottest place in the world.

There is also concern that deforestation from construction in years gone by has left the area exposed to complications from global warming, such as accelerated soil loss and endangered native animal and plant species.

“The loss of greenery over the years makes this area very vulnerable to climate change,” said Associate Professor Tooran Alizadeh of The University of Sydney who is leading a research team to examine the new urban development. “This is a very sensitive area.”

Some 37 companies are already locked in as state government partners to construct Bradfield.

That list, which includes Northrop Grumman and Mitsubishi Heavy Industries, is expected to expand to 50 by end-2023, according to Western Parkland City Authority chief executive Sarah Hill, who is overseeing the development.

Australia’s top science organisation, CSIRO, will also move some divisions into a purpose-built facility.

Dr Hill, who has spent her career designing city developments, including those for the 2012 London Olympics, said starting with a clean slate meant not having to fix problems further down the line.","SYDNEY – Carbon-neutral buildings and tree-lined streets are at the heart of plans for a brand-new city in a pocket of Australia where temperatures can be among the hottest on earth in the summer and climate change is a major threat.
The city and airport are part of the wider Aerotropolis, an area of about 11,000ha – around the size of 15,400 football fields.
At Bradfield, the immediate challenge is the area’s extreme summer temperatures, which can soar as much as 10 deg C higher than the city’s east, which is cooled by the ocean.
“This is a very sensitive area.”Some 37 companies are already locked in as state government partners to construct Bradfield.
Australia’s top science organisation, CSIRO, will also move some divisions into a purpose-built facility.",2023-04-12 07:39:34+08:00
https://www.channelnewsasia.com/world/protesters-disrupt-macron-speech-dutch-state-visit-3410656,Protesters disrupt Macron speech on Dutch state visit,"THE HAGUE: Protesters disrupted a keynote speech by Emmanuel Macron on Tuesday (Apr 11) as his domestic troubles cast a shadow over the first state visit to the Netherlands by a French president in 23 years.

Demonstrators shouted ""Where is French democracy?"" and unfurled banners at the start of the address in The Hague by Macron, who has faced violent protests and strikes at home over pensions reforms, AFP journalists saw.

The two-day visit got off to a stormy start for other reasons too, with Macron facing criticism over controversial remarks in which he said Europe must not be a ""follower"" of either the United States or Beijing over Taiwan.

Macron is confronting the biggest challenge of his second term over his flagship pension overhaul, which includes raising the retirement age from 62 to 64 and requiring people to work longer for a full payout.

In The Hague, the demonstrators had stood in an upper tier of the theatre and shouted ""you have millions of protesters in the streets"" while holding up a banner that read ""President of Violence and Hypocrisy"".

Macron tried to answer as they heckled, and then after security guards had removed them he hit back by saying that people who do ""whatever (they) want"" against laws they disagree with ""put democracy at risk"".

He added that he was ""not sure that the tax payer in the Netherlands will accept that we will finance a long social model in France ... so I have to do the job back home.""","THE HAGUE: Protesters disrupted a keynote speech by Emmanuel Macron on Tuesday (Apr 11) as his domestic troubles cast a shadow over the first state visit to the Netherlands by a French president in 23 years.
Demonstrators shouted ""Where is French democracy?""
and unfurled banners at the start of the address in The Hague by Macron, who has faced violent protests and strikes at home over pensions reforms, AFP journalists saw.
The two-day visit got off to a stormy start for other reasons too, with Macron facing criticism over controversial remarks in which he said Europe must not be a ""follower"" of either the United States or Beijing over Taiwan.
In The Hague, the demonstrators had stood in an upper tier of the theatre and shouted ""you have millions of protesters in the streets"" while holding up a banner that read ""President of Violence and Hypocrisy"".",None
https://www.malaymail.com/news/sports/2023/04/12/inter-close-in-on-champions-league-semis-with-solid-win-at-benfica/64369,Inter close in on Champions League semis with solid win at Benfica,"LISBON, April 12 — Inter Milan put one foot into the Champions League semi-finals with a comfortable 2-0 win at Benfica yesterday, with Nicolo Barella and Romelu Lukaku netting in Lisbon.

The Italians, three-time winners, took a commanding quarter-final first leg lead at the Estadio da Luz, inflicting Benfica’s first defeat in the competition.

After an even first half, Barella headed home from Alessandro Bastoni’s cross and substitute Romelu Lukaku netted the second from the penalty spot late on.

Roger Schmidt’s Benfica, aiming to reach the semi-finals for the first time since 1990, were not able to put a glove on the visitors, who controlled the pace of the game.

Despite Inter’s poor form, they conjured a patient, professional display when they needed it most.

Having scored two goals in their previous five games across all competitions, they managed the same tally in Lisbon with clinical finishing.

“It’s been one of our best games this season,” Inter midfielder Henrikh Mkhitaryan told British broadcaster BT Sport.

“We were dominating all over the pitch. We were doubling up and were everywhere, helping each other and we got (rewarded) for it. We’ve done a great job.

“But it’s still not over, we still have to face them in a week and we know it’s not going to be easy.”

Neither side was able to create clear chances in a tight opening period.

The closest Benfica came was Andre Onana blocking a Rafa Silva drive after Federico Dimarco accidentally headed the ball into his path in the box.

Inter Milan defender Francesco Acerbi hammered over from 30 yards at the other end.

The Italians had the opportunity to hit the hosts on the break after half an hour, but Lautaro Martinez played a poor pass which was blocked, with 37-year-old target man Edin Dzeko alone in space.

Alex Grimaldo smashed an effort wide from distance, with Benfica frustrated and unable to get striker Goncalo Ramos involved.

With Inter pressing high up the pitch, the Eagles could not hit their flowing best, or anything close to it.

Impressive Inter

Inter Milan broke the deadlock early in the second half when Barella headed Bastoni’s looping cross back across goal and into the bottom corner.

The goal crowned a superb performance from the Italy international, while Inter’s defence kept a sixth clean sheet in nine Champions League matches this season.

Schmidt sent on David Neres for midfielder Florentino in search of the equaliser, but Inter doubled their lead with eight minutes remaining.

Joao Mario, one of Benfica’s best players this season, handled Denzel Dumfries’s cross, gifting his former side a penalty.

Lukaku drilled it beyond the reach of Greek goalkeeper Odysseas Vlachodimos, answering some criticism of his recent form.

Coach Simone Inzaghi had selected Dzeko ahead of Lukaku after the Belgian had missed gilt-edged chances in recent weeks, but he did not miss in a high-pressure moment.

Benfica might have pulled a goal back deep in stoppage time but Onana made a fine save to deny Ramos, who seemed poised to score.

“I said that we had to come here and play without fear because we could win — we did just that,” Onana told Uefa.

“But we cannot think that we are already in the semi-final because we are not. We still need another great game like today’s next week.”

The victory gives Inter a fine chance of setting up an all-Italian semi-final against Serie A leaders Napoli or city rivals AC Milan.

Inter, who beat another Portuguese side, Porto, in the last 16, host Benfica today April 19 at the San Siro in the second leg.

Benfica defender Antonio Silva said he believes his team can go to Milan and score three to produce a comeback.

“We deserved more and we had the opportunity for it, the fair result was a draw,” Silva told Portuguese broadcaster Eleven.

“This is the first part of the tie. We are going to do everything we can in Milan and we have to score at least three goals to win and go through.” — AFP","LISBON, April 12 — Inter Milan put one foot into the Champions League semi-finals with a comfortable 2-0 win at Benfica yesterday, with Nicolo Barella and Romelu Lukaku netting in Lisbon.
Inter Milan defender Francesco Acerbi hammered over from 30 yards at the other end.
“I said that we had to come here and play without fear because we could win — we did just that,” Onana told Uefa.
Benfica defender Antonio Silva said he believes his team can go to Milan and score three to produce a comeback.
“We deserved more and we had the opportunity for it, the fair result was a draw,” Silva told Portuguese broadcaster Eleven.",12/4/2023 0:00
